periode,kecamatan,jumlah_penduduk,kasus,kasus_meninggal
5/2026,Semarang Tengah,"56.724,0","0,0","0,0"
1/2026,Semarang Timur,"68.321,0","0,0","0,0"
2/2026,Semarang Timur,"68.321,0","0,0","0,0"
3/2026,Semarang Timur,"68.321,0","1,0","0,0"
4/2026,Semarang Timur,"68.321,0","0,0","0,0"
5/2026,Semarang Timur,"68.321,0","0,0","0,0"
1/2026,Semarang Utara,"118.017,0","0,0","0,0"
2/2026,Semarang Utara,"118.017,0","0,0","0,0"
3/2026,Semarang Utara,"118.017,0","0,0","0,0"
4/2026,Semarang Utara,"118.017,0","1,0","0,0"
5/2026,Semarang Utara,"118.017,0","0,0","0,0"
1/2026,Tembalang,"194.795,0","0,0","0,0"
2/2026,Tembalang,"194.795,0","0,0","0,0"
3/2026,Tembalang,"194.795,0","0,0","0,0"
4/2026,Tembalang,"194.795,0","0,0","0,0"
5/2026,Tembalang,"194.795,0","0,0","0,0"
1/2026,Tugu,"33.865,0","0,0","0,0"
2/2026,Tugu,"33.865,0","0,0","0,0"
3/2026,Tugu,"33.865,0","0,0","0,0"
4/2026,Tugu,"33.865,0","0,0","0,0"
5/2026,Tugu,"33.865,0","0,0","0,0"
